('09/02/1998', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('01/05/2016', 'DATETIME', 'Complaint Date', 'VALID', 864)
('02/19/2012', 'DATETIME', 'Complaint Date', 'VALID', 864)
('04/24/2011', 'DATETIME', 'Complaint Date', 'VALID', 865)
('05/21/2006', 'DATETIME', 'Complaint Date', 'VALID', 865)
('03/08/2015', 'DATETIME', 'Complaint Date', 'VALID', 865)
('05/14/2006', 'DATETIME', 'Complaint Date', 'VALID', 865)
('12/06/2009', 'DATETIME', 'Complaint Date', 'VALID', 865)
('08/27/2006', 'DATETIME', 'Complaint Date', 'VALID', 865)
('04/03/2007', 'DATETIME', 'Complaint Date', 'VALID', 866)
('10/11/2009', 'DATETIME', 'Complaint Date', 'VALID', 866)
('03/23/2011', 'DATETIME', 'Complaint Date', 'VALID', 867)
('04/12/2007', 'DATETIME', 'Complaint Date', 'VALID', 867)
('05/04/2009', 'DATETIME', 'Complaint Date', 'VALID', 867)
('01/12/2015', 'DATETIME', 'Complaint Date', 'VALID', 867)
('05/09/2010', 'DATETIME', 'Complaint Date', 'VALID', 867)
('10/15/2009', 'DATETIME', 'Complaint Date', 'VALID', 867)
('12/09/2010', 'DATETIME', 'Complaint Date', 'VALID', 868)
('12/06/2010', 'DATETIME', 'Complaint Date', 'VALID', 868)
('02/25/2006', 'DATETIME', 'Complaint Date', 'VALID', 868)
('02/17/2010', 'DATETIME', 'Complaint Date', 'VALID', 868)
('05/17/2009', 'DATETIME', 'Complaint Date', 'VALID', 869)
('01/25/2011', 'DATETIME', 'Complaint Date', 'VALID', 869)
('10/28/2008', 'DATETIME', 'Complaint Date', 'VALID', 869)
('01/29/2015', 'DATETIME', 'Complaint Date', 'VALID', 870)
('05/25/2008', 'DATETIME', 'Complaint Date', 'VALID', 870)
('12/22/2009', 'DATETIME', 'Complaint Date', 'VALID', 870)
('03/09/2008', 'DATETIME', 'Complaint Date', 'VALID', 871)
('11/24/2013', 'DATETIME', 'Complaint Date', 'VALID', 871)
('02/05/2012', 'DATETIME', 'Complaint Date', 'VALID', 871)
('11/21/2010', 'DATETIME', 'Complaint Date', 'VALID', 872)
('03/11/2012', 'DATETIME', 'Complaint Date', 'VALID', 872)
('02/18/2008', 'DATETIME', 'Complaint Date', 'VALID', 872)
('02/23/2010', 'DATETIME', 'Complaint Date', 'VALID', 873)
('08/21/2007', 'DATETIME', 'Complaint Date', 'VALID', 873)
('01/25/2015', 'DATETIME', 'Complaint Date', 'VALID', 873)
('01/08/2012', 'DATETIME', 'Complaint Date', 'VALID', 873)
('04/20/2008', 'DATETIME', 'Complaint Date', 'VALID', 873)
('04/18/2010', 'DATETIME', 'Complaint Date', 'VALID', 874)
('12/17/2006', 'DATETIME', 'Complaint Date', 'VALID', 874)
('01/25/2016', 'DATETIME', 'Complaint Date', 'VALID', 875)
('03/29/2006', 'DATETIME', 'Complaint Date', 'VALID', 875)
('12/08/2014', 'DATETIME', 'Complaint Date', 'VALID', 875)
('04/13/2009', 'DATETIME', 'Complaint Date', 'VALID', 875)
('02/26/2012', 'DATETIME', 'Complaint Date', 'VALID', 876)
('11/30/2008', 'DATETIME', 'Complaint Date', 'VALID', 876)
('12/08/2008', 'DATETIME', 'Complaint Date', 'VALID', 876)
('02/23/2016', 'DATETIME', 'Complaint Date', 'VALID', 876)
('01/21/2008', 'DATETIME', 'Complaint Date', 'VALID', 876)
('01/10/2010', 'DATETIME', 'Complaint Date', 'VALID', 877)
('02/05/2014', 'DATETIME', 'Complaint Date', 'VALID', 877)
('05/11/2008', 'DATETIME', 'Complaint Date', 'VALID', 877)
('01/06/2013', 'DATETIME', 'Complaint Date', 'VALID', 877)
('04/06/2009', 'DATETIME', 'Complaint Date', 'VALID', 878)
('02/25/2007', 'DATETIME', 'Complaint Date', 'VALID', 878)
('01/03/2006', 'DATETIME', 'Complaint Date', 'VALID', 878)
('01/11/2010', 'DATETIME', 'Complaint Date', 'VALID', 878)
('04/24/2006', 'DATETIME', 'Complaint Date', 'VALID', 878)
('03/22/2009', 'DATETIME', 'Complaint Date', 'VALID', 879)
('02/18/2013', 'DATETIME', 'Complaint Date', 'VALID', 879)
('01/12/2009', 'DATETIME', 'Complaint Date', 'VALID', 879)
('01/08/2006', 'DATETIME', 'Complaint Date', 'VALID', 879)
('02/17/2014', 'DATETIME', 'Complaint Date', 'VALID', 880)
('01/28/2015', 'DATETIME', 'Complaint Date', 'VALID', 880)
('02/04/2009', 'DATETIME', 'Complaint Date', 'VALID', 880)
('03/01/2015', 'DATETIME', 'Complaint Date', 'VALID', 880)
('12/15/2013', 'DATETIME', 'Complaint Date', 'VALID', 881)
('12/07/2014', 'DATETIME', 'Complaint Date', 'VALID', 881)
('01/09/2010', 'DATETIME', 'Complaint Date', 'VALID', 881)
('01/07/2007', 'DATETIME', 'Complaint Date', 'VALID', 881)
('02/01/2009', 'DATETIME', 'Complaint Date', 'VALID', 882)
('02/09/2010', 'DATETIME', 'Complaint Date', 'VALID', 882)
('01/03/2008', 'DATETIME', 'Complaint Date', 'VALID', 883)
('01/17/2010', 'DATETIME', 'Complaint Date', 'VALID', 883)
('04/26/2010', 'DATETIME', 'Complaint Date', 'VALID', 883)
('03/25/2013', 'DATETIME', 'Complaint Date', 'VALID', 883)
('12/27/2012', 'DATETIME', 'Complaint Date', 'VALID', 883)
('11/13/2008', 'DATETIME', 'Complaint Date', 'VALID', 883)
('02/22/2011', 'DATETIME', 'Complaint Date', 'VALID', 884)
('02/01/2011', 'DATETIME', 'Complaint Date', 'VALID', 884)
('07/09/2006', 'DATETIME', 'Complaint Date', 'VALID', 884)
('03/18/2006', 'DATETIME', 'Complaint Date', 'VALID', 884)
('02/04/2013', 'DATETIME', 'Complaint Date', 'VALID', 884)
('03/08/2008', 'DATETIME', 'Complaint Date', 'VALID', 884)
('01/31/2007', 'DATETIME', 'Complaint Date', 'VALID', 884)
('05/10/2009', 'DATETIME', 'Complaint Date', 'VALID', 884)
('02/04/2006', 'DATETIME', 'Complaint Date', 'VALID', 885)
('06/18/2006', 'DATETIME', 'Complaint Date', 'VALID', 885)
('11/22/2008', 'DATETIME', 'Complaint Date', 'VALID', 885)
('02/24/2011', 'DATETIME', 'Complaint Date', 'VALID', 886)
('11/08/2010', 'DATETIME', 'Complaint Date', 'VALID', 886)
('12/29/2009', 'DATETIME', 'Complaint Date', 'VALID', 886)
('01/24/2015', 'DATETIME', 'Complaint Date', 'VALID', 887)
('12/30/2008', 'DATETIME', 'Complaint Date', 'VALID', 887)
('12/17/2009', 'DATETIME', 'Complaint Date', 'VALID', 887)
('02/14/2009', 'DATETIME', 'Complaint Date', 'VALID', 887)
('03/01/2009', 'DATETIME', 'Complaint Date', 'VALID', 887)
('02/10/2007', 'DATETIME', 'Complaint Date', 'VALID', 887)
('09/18/2011', 'DATETIME', 'Complaint Date', 'VALID', 888)
('02/23/2006', 'DATETIME', 'Complaint Date', 'VALID', 888)
('01/09/2015', 'DATETIME', 'Complaint Date', 'VALID', 888)
('02/11/2006', 'DATETIME', 'Complaint Date', 'VALID', 888)
('05/18/2010', 'DATETIME', 'Complaint Date', 'VALID', 888)
('02/24/2007', 'DATETIME', 'Complaint Date', 'VALID', 888)
('01/28/2011', 'DATETIME', 'Complaint Date', 'VALID', 888)
('11/19/2007', 'DATETIME', 'Complaint Date', 'VALID', 888)
('12/20/2008', 'DATETIME', 'Complaint Date', 'VALID', 888)
('12/31/2008', 'DATETIME', 'Complaint Date', 'VALID', 889)
('05/08/2011', 'DATETIME', 'Complaint Date', 'VALID', 889)
('11/12/2007', 'DATETIME', 'Complaint Date', 'VALID', 889)
('02/13/2011', 'DATETIME', 'Complaint Date', 'VALID', 889)
('12/23/2014', 'DATETIME', 'Complaint Date', 'VALID', 889)
('11/02/2010', 'DATETIME', 'Complaint Date', 'VALID', 890)
('01/26/2014', 'DATETIME', 'Complaint Date', 'VALID', 890)
('12/29/2013', 'DATETIME', 'Complaint Date', 'VALID', 890)
('04/17/2006', 'DATETIME', 'Complaint Date', 'VALID', 890)
('02/08/2015', 'DATETIME', 'Complaint Date', 'VALID', 890)
('02/03/2007', 'DATETIME', 'Complaint Date', 'VALID', 890)
('01/25/2006', 'DATETIME', 'Complaint Date', 'VALID', 890)
('08/13/2006', 'DATETIME', 'Complaint Date', 'VALID', 890)
('04/01/2012', 'DATETIME', 'Complaint Date', 'VALID', 890)
('02/14/2012', 'DATETIME', 'Complaint Date', 'VALID', 890)
('11/04/2006', 'DATETIME', 'Complaint Date', 'VALID', 890)
('04/22/2012', 'DATETIME', 'Complaint Date', 'VALID', 890)
('08/29/2006', 'DATETIME', 'Complaint Date', 'VALID', 890)
('12/19/2011', 'DATETIME', 'Complaint Date', 'VALID', 891)
('12/22/2014', 'DATETIME', 'Complaint Date', 'VALID', 891)
('03/19/2007', 'DATETIME', 'Complaint Date', 'VALID', 891)
('06/07/2006', 'DATETIME', 'Complaint Date', 'VALID', 891)
('11/07/2006', 'DATETIME', 'Complaint Date', 'VALID', 891)
('01/23/2014', 'DATETIME', 'Complaint Date', 'VALID', 891)
('01/18/2010', 'DATETIME', 'Complaint Date', 'VALID', 891)
('03/21/2010', 'DATETIME', 'Complaint Date', 'VALID', 891)
('04/14/2009', 'DATETIME', 'Complaint Date', 'VALID', 891)
('01/28/2008', 'DATETIME', 'Complaint Date', 'VALID', 891)
('03/14/2011', 'DATETIME', 'Complaint Date', 'VALID', 891)
('11/11/2008', 'DATETIME', 'Complaint Date', 'VALID', 892)
('12/14/2010', 'DATETIME', 'Complaint Date', 'VALID', 892)
('02/16/2009', 'DATETIME', 'Complaint Date', 'VALID', 892)
('04/01/2007', 'DATETIME', 'Complaint Date', 'VALID', 892)
('07/16/2006', 'DATETIME', 'Complaint Date', 'VALID', 892)
('12/30/2007', 'DATETIME', 'Complaint Date', 'VALID', 892)
('10/28/2012', 'DATETIME', 'Complaint Date', 'VALID', 892)
('11/22/2009', 'DATETIME', 'Complaint Date', 'VALID', 892)
('01/04/2012', 'DATETIME', 'Complaint Date', 'VALID', 892)
('04/29/2008', 'DATETIME', 'Complaint Date', 'VALID', 893)
('06/03/2006', 'DATETIME', 'Complaint Date', 'VALID', 893)
('03/07/2011', 'DATETIME', 'Complaint Date', 'VALID', 893)
('09/27/2009', 'DATETIME', 'Complaint Date', 'VALID', 893)
('02/15/2015', 'DATETIME', 'Complaint Date', 'VALID', 893)
('01/06/2008', 'DATETIME', 'Complaint Date', 'VALID', 893)
('05/16/2006', 'DATETIME', 'Complaint Date', 'VALID', 893)
('11/26/2006', 'DATETIME', 'Complaint Date', 'VALID', 893)
('11/26/2014', 'DATETIME', 'Complaint Date', 'VALID', 893)
('02/08/2006', 'DATETIME', 'Complaint Date', 'VALID', 893)
('04/05/2009', 'DATETIME', 'Complaint Date', 'VALID', 894)
('02/26/2007', 'DATETIME', 'Complaint Date', 'VALID', 894)
('09/07/2011', 'DATETIME', 'Complaint Date', 'VALID', 894)
('02/21/2010', 'DATETIME', 'Complaint Date', 'VALID', 894)
('04/11/2006', 'DATETIME', 'Complaint Date', 'VALID', 894)
('12/24/2007', 'DATETIME', 'Complaint Date', 'VALID', 894)
('02/22/2006', 'DATETIME', 'Complaint Date', 'VALID', 894)
('04/14/2006', 'DATETIME', 'Complaint Date', 'VALID', 894)
('10/11/2010', 'DATETIME', 'Complaint Date', 'VALID', 895)
('04/06/2008', 'DATETIME', 'Complaint Date', 'VALID', 895)
('02/13/2007', 'DATETIME', 'Complaint Date', 'VALID', 895)
('02/07/2011', 'DATETIME', 'Complaint Date', 'VALID', 895)
('01/29/2011', 'DATETIME', 'Complaint Date', 'VALID', 896)
('03/25/2007', 'DATETIME', 'Complaint Date', 'VALID', 896)
('07/03/2011', 'DATETIME', 'Complaint Date', 'VALID', 896)
('03/03/2015', 'DATETIME', 'Complaint Date', 'VALID', 896)
('01/14/2007', 'DATETIME', 'Complaint Date', 'VALID', 896)
('03/02/2008', 'DATETIME', 'Complaint Date', 'VALID', 896)
('02/14/2011', 'DATETIME', 'Complaint Date', 'VALID', 896)
('03/27/2016', 'DATETIME', 'Complaint Date', 'VALID', 896)
('01/24/2010', 'DATETIME', 'Complaint Date', 'VALID', 896)
('02/09/2011', 'DATETIME', 'Complaint Date', 'VALID', 896)
('01/30/2006', 'DATETIME', 'Complaint Date', 'VALID', 896)
('02/08/2016', 'DATETIME', 'Complaint Date', 'VALID', 897)
('01/02/2008', 'DATETIME', 'Complaint Date', 'VALID', 897)
('02/01/2015', 'DATETIME', 'Complaint Date', 'VALID', 897)
('11/03/2008', 'DATETIME', 'Complaint Date', 'VALID', 898)
('11/25/2007', 'DATETIME', 'Complaint Date', 'VALID', 898)
('03/18/2013', 'DATETIME', 'Complaint Date', 'VALID', 898)
('01/22/2011', 'DATETIME', 'Complaint Date', 'VALID', 898)
('04/21/2008', 'DATETIME', 'Complaint Date', 'VALID', 898)
('03/04/2009', 'DATETIME', 'Complaint Date', 'VALID', 898)
('01/02/2014', 'DATETIME', 'Complaint Date', 'VALID', 899)
('09/20/2009', 'DATETIME', 'Complaint Date', 'VALID', 899)
('03/14/2016', 'DATETIME', 'Complaint Date', 'VALID', 900)
('03/30/2014', 'DATETIME', 'Complaint Date', 'VALID', 900)
('12/23/2007', 'DATETIME', 'Complaint Date', 'VALID', 900)
('10/17/2006', 'DATETIME', 'Complaint Date', 'VALID', 900)
('03/26/2009', 'DATETIME', 'Complaint Date', 'VALID', 900)
('12/15/2010', 'DATETIME', 'Complaint Date', 'VALID', 900)
('01/21/2006', 'DATETIME', 'Complaint Date', 'VALID', 900)
('02/09/2006', 'DATETIME', 'Complaint Date', 'VALID', 900)
('12/13/2010', 'DATETIME', 'Complaint Date', 'VALID', 900)
('03/08/2009', 'DATETIME', 'Complaint Date', 'VALID', 901)
('10/04/2010', 'DATETIME', 'Complaint Date', 'VALID', 901)
('05/22/2011', 'DATETIME', 'Complaint Date', 'VALID', 901)
('11/06/2011', 'DATETIME', 'Complaint Date', 'VALID', 901)
('01/17/2009', 'DATETIME', 'Complaint Date', 'VALID', 901)
('04/15/2009', 'DATETIME', 'Complaint Date', 'VALID', 901)
('01/03/2012', 'DATETIME', 'Complaint Date', 'VALID', 901)
('01/21/2012', 'DATETIME', 'Complaint Date', 'VALID', 901)
('08/22/2010', 'DATETIME', 'Complaint Date', 'VALID', 901)
('04/11/2009', 'DATETIME', 'Complaint Date', 'VALID', 901)
('03/29/2009', 'DATETIME', 'Complaint Date', 'VALID', 902)
('01/19/2015', 'DATETIME', 'Complaint Date', 'VALID', 902)
('07/02/2006', 'DATETIME', 'Complaint Date', 'VALID', 902)
('01/26/2006', 'DATETIME', 'Complaint Date', 'VALID', 902)
('03/03/2006', 'DATETIME', 'Complaint Date', 'VALID', 902)
('12/29/2015', 'DATETIME', 'Complaint Date', 'VALID', 902)
('11/08/2006', 'DATETIME', 'Complaint Date', 'VALID', 902)
('12/15/2016', 'DATETIME', 'Complaint Date', 'VALID', 902)
('02/22/2007', 'DATETIME', 'Complaint Date', 'VALID', 903)
('01/20/2009', 'DATETIME', 'Complaint Date', 'VALID', 903)
('10/02/2011', 'DATETIME', 'Complaint Date', 'VALID', 903)
('04/30/2006', 'DATETIME', 'Complaint Date', 'VALID', 903)
('12/31/2006', 'DATETIME', 'Complaint Date', 'VALID', 903)
('03/19/2008', 'DATETIME', 'Complaint Date', 'VALID', 904)
('01/11/2011', 'DATETIME', 'Complaint Date', 'VALID', 904)
('05/04/2011', 'DATETIME', 'Complaint Date', 'VALID', 904)
('04/07/2013', 'DATETIME', 'Complaint Date', 'VALID', 904)
('08/19/2007', 'DATETIME', 'Complaint Date', 'VALID', 904)
('12/26/2008', 'DATETIME', 'Complaint Date', 'VALID', 904)
('02/27/2010', 'DATETIME', 'Complaint Date', 'VALID', 904)
('06/21/2009', 'DATETIME', 'Complaint Date', 'VALID', 904)
('03/04/2015', 'DATETIME', 'Complaint Date', 'VALID', 905)
('03/24/2008', 'DATETIME', 'Complaint Date', 'VALID', 905)
('05/12/2008', 'DATETIME', 'Complaint Date', 'VALID', 905)
('04/25/2006', 'DATETIME', 'Complaint Date', 'VALID', 905)
('01/29/2012', 'DATETIME', 'Complaint Date', 'VALID', 905)
('12/16/2010', 'DATETIME', 'Complaint Date', 'VALID', 905)
('07/06/2008', 'DATETIME', 'Complaint Date', 'VALID', 906)
('10/03/2011', 'DATETIME', 'Complaint Date', 'VALID', 906)
('04/17/2011', 'DATETIME', 'Complaint Date', 'VALID', 906)
('12/05/2009', 'DATETIME', 'Complaint Date', 'VALID', 907)
('02/14/2008', 'DATETIME', 'Complaint Date', 'VALID', 907)
('12/16/2012', 'DATETIME', 'Complaint Date', 'VALID', 907)
('04/20/2014', 'DATETIME', 'Complaint Date', 'VALID', 907)
('01/13/2011', 'DATETIME', 'Complaint Date', 'VALID', 908)
('12/17/2016', 'DATETIME', 'Complaint Date', 'VALID', 908)
('02/28/2011', 'DATETIME', 'Complaint Date', 'VALID', 908)
('01/02/2013', 'DATETIME', 'Complaint Date', 'VALID', 908)
('02/21/2006', 'DATETIME', 'Complaint Date', 'VALID', 908)
('02/16/2007', 'DATETIME', 'Complaint Date', 'VALID', 908)
('12/30/2016', 'DATETIME', 'Complaint Date', 'VALID', 909)
('03/02/2015', 'DATETIME', 'Complaint Date', 'VALID', 909)
('10/08/2007', 'DATETIME', 'Complaint Date', 'VALID', 909)
('03/26/2011', 'DATETIME', 'Complaint Date', 'VALID', 909)
('03/08/2007', 'DATETIME', 'Complaint Date', 'VALID', 909)
('11/11/2012', 'DATETIME', 'Complaint Date', 'VALID', 910)
('12/31/2010', 'DATETIME', 'Complaint Date', 'VALID', 910)
('10/15/2011', 'DATETIME', 'Complaint Date', 'VALID', 910)
('03/23/2015', 'DATETIME', 'Complaint Date', 'VALID', 910)
('01/17/2007', 'DATETIME', 'Complaint Date', 'VALID', 910)
('10/14/2007', 'DATETIME', 'Complaint Date', 'VALID', 910)
('02/06/2009', 'DATETIME', 'Complaint Date', 'VALID', 910)
('04/06/2007', 'DATETIME', 'Complaint Date', 'VALID', 910)
('12/31/2009', 'DATETIME', 'Complaint Date', 'VALID', 910)
('06/22/2008', 'DATETIME', 'Complaint Date', 'VALID', 911)
('11/17/2014', 'DATETIME', 'Complaint Date', 'VALID', 911)
('03/12/2013', 'DATETIME', 'Complaint Date', 'VALID', 911)
('11/12/2006', 'DATETIME', 'Complaint Date', 'VALID', 911)
('12/27/2009', 'DATETIME', 'Complaint Date', 'VALID', 911)
('06/09/2010', 'DATETIME', 'Complaint Date', 'VALID', 912)
('12/10/2006', 'DATETIME', 'Complaint Date', 'VALID', 912)
('03/20/2016', 'DATETIME', 'Complaint Date', 'VALID', 912)
('04/25/2008', 'DATETIME', 'Complaint Date', 'VALID', 912)
('05/01/2016', 'DATETIME', 'Complaint Date', 'VALID', 912)
('11/20/2007', 'DATETIME', 'Complaint Date', 'VALID', 912)
('02/23/2007', 'DATETIME', 'Complaint Date', 'VALID', 912)
('03/28/2011', 'DATETIME', 'Complaint Date', 'VALID', 912)
('09/21/2008', 'DATETIME', 'Complaint Date', 'VALID', 913)
('11/07/2010', 'DATETIME', 'Complaint Date', 'VALID', 913)
('10/18/2015', 'DATETIME', 'Complaint Date', 'VALID', 913)
('06/03/2007', 'DATETIME', 'Complaint Date', 'VALID', 914)
('02/03/2014', 'DATETIME', 'Complaint Date', 'VALID', 914)
('11/18/2012', 'DATETIME', 'Complaint Date', 'VALID', 914)
('01/28/2007', 'DATETIME', 'Complaint Date', 'VALID', 914)
('10/19/2008', 'DATETIME', 'Complaint Date', 'VALID', 914)
('12/03/2006', 'DATETIME', 'Complaint Date', 'VALID', 915)
('02/17/2013', 'DATETIME', 'Complaint Date', 'VALID', 915)
('02/10/2006', 'DATETIME', 'Complaint Date', 'VALID', 915)
('02/18/2009', 'DATETIME', 'Complaint Date', 'VALID', 915)
('01/09/2007', 'DATETIME', 'Complaint Date', 'VALID', 915)
('02/10/2015', 'DATETIME', 'Complaint Date', 'VALID', 915)
('10/31/2012', 'DATETIME', 'Complaint Date', 'VALID', 915)
('03/21/2007', 'DATETIME', 'Complaint Date', 'VALID', 915)
('01/28/2010', 'DATETIME', 'Complaint Date', 'VALID', 916)
('08/23/2010', 'DATETIME', 'Complaint Date', 'VALID', 916)
('01/18/2011', 'DATETIME', 'Complaint Date', 'VALID', 916)
('12/28/2016', 'DATETIME', 'Complaint Date', 'VALID', 917)
('05/15/2011', 'DATETIME', 'Complaint Date', 'VALID', 917)
('05/19/2013', 'DATETIME', 'Complaint Date', 'VALID', 917)
('05/09/2008', 'DATETIME', 'Complaint Date', 'VALID', 917)
('11/10/2007', 'DATETIME', 'Complaint Date', 'VALID', 917)
('04/07/2007', 'DATETIME', 'Complaint Date', 'VALID', 917)
('03/08/2013', 'DATETIME', 'Complaint Date', 'VALID', 917)
('05/20/2008', 'DATETIME', 'Complaint Date', 'VALID', 917)
('10/15/2006', 'DATETIME', 'Complaint Date', 'VALID', 917)
('10/28/2015', 'DATETIME', 'Complaint Date', 'VALID', 917)
('02/21/2008', 'DATETIME', 'Complaint Date', 'VALID', 918)
('01/30/2015', 'DATETIME', 'Complaint Date', 'VALID', 918)
('11/11/2007', 'DATETIME', 'Complaint Date', 'VALID', 918)
('09/18/2012', 'DATETIME', 'Complaint Date', 'VALID', 918)
('12/23/2008', 'DATETIME', 'Complaint Date', 'VALID', 918)
('06/24/2006', 'DATETIME', 'Complaint Date', 'VALID', 918)
('05/19/2006', 'DATETIME', 'Complaint Date', 'VALID', 918)
('01/30/2007', 'DATETIME', 'Complaint Date', 'VALID', 918)
('09/11/2009', 'DATETIME', 'Complaint Date', 'VALID', 918)
('05/19/2007', 'DATETIME', 'Complaint Date', 'VALID', 918)
('04/19/2011', 'DATETIME', 'Complaint Date', 'VALID', 919)
('02/07/2009', 'DATETIME', 'Complaint Date', 'VALID', 919)
('05/27/2006', 'DATETIME', 'Complaint Date', 'VALID', 919)
('02/15/2006', 'DATETIME', 'Complaint Date', 'VALID', 919)
('03/31/2008', 'DATETIME', 'Complaint Date', 'VALID', 919)
('12/04/2011', 'DATETIME', 'Complaint Date', 'VALID', 919)
('12/04/2007', 'DATETIME', 'Complaint Date', 'VALID', 919)
('11/02/2008', 'DATETIME', 'Complaint Date', 'VALID', 919)
('02/13/2015', 'DATETIME', 'Complaint Date', 'VALID', 920)
('12/19/2016', 'DATETIME', 'Complaint Date', 'VALID', 920)
('03/25/2006', 'DATETIME', 'Complaint Date', 'VALID', 920)
('02/05/2015', 'DATETIME', 'Complaint Date', 'VALID', 920)
('01/04/2010', 'DATETIME', 'Complaint Date', 'VALID', 920)
('05/13/2007', 'DATETIME', 'Complaint Date', 'VALID', 920)
('11/18/2006', 'DATETIME', 'Complaint Date', 'VALID', 920)
('01/26/2016', 'DATETIME', 'Complaint Date', 'VALID', 920)
('12/04/2016', 'DATETIME', 'Complaint Date', 'VALID', 920)
('09/03/2007', 'DATETIME', 'Complaint Date', 'VALID', 920)
('06/04/2009', 'DATETIME', 'Complaint Date', 'VALID', 921)
('01/06/2007', 'DATETIME', 'Complaint Date', 'VALID', 921)
('02/19/2009', 'DATETIME', 'Complaint Date', 'VALID', 921)
('02/25/2008', 'DATETIME', 'Complaint Date', 'VALID', 921)
('05/07/2006', 'DATETIME', 'Complaint Date', 'VALID', 921)
('06/10/2006', 'DATETIME', 'Complaint Date', 'VALID', 921)
('01/25/2007', 'DATETIME', 'Complaint Date', 'VALID', 921)
('09/07/2009', 'DATETIME', 'Complaint Date', 'VALID', 921)
('12/16/2006', 'DATETIME', 'Complaint Date', 'VALID', 922)
('04/10/2006', 'DATETIME', 'Complaint Date', 'VALID', 922)
('05/28/2006', 'DATETIME', 'Complaint Date', 'VALID', 922)
('12/28/2006', 'DATETIME', 'Complaint Date', 'VALID', 922)
('02/07/2007', 'DATETIME', 'Complaint Date', 'VALID', 922)
('02/13/2016', 'DATETIME', 'Complaint Date', 'VALID', 922)
('03/13/2011', 'DATETIME', 'Complaint Date', 'VALID', 922)
('10/16/2011', 'DATETIME', 'Complaint Date', 'VALID', 922)
('03/03/2014', 'DATETIME', 'Complaint Date', 'VALID', 923)
('05/24/2009', 'DATETIME', 'Complaint Date', 'VALID', 923)
('07/30/2006', 'DATETIME', 'Complaint Date', 'VALID', 923)
('03/29/2007', 'DATETIME', 'Complaint Date', 'VALID', 923)
('12/06/2014', 'DATETIME', 'Complaint Date', 'VALID', 923)
('07/12/2009', 'DATETIME', 'Complaint Date', 'VALID', 923)
('02/07/2015', 'DATETIME', 'Complaint Date', 'VALID', 923)
('12/16/2016', 'DATETIME', 'Complaint Date', 'VALID', 923)
('11/14/2010', 'DATETIME', 'Complaint Date', 'VALID', 923)
('03/31/2007', 'DATETIME', 'Complaint Date', 'VALID', 923)
('12/27/2006', 'DATETIME', 'Complaint Date', 'VALID', 924)
('11/20/2016', 'DATETIME', 'Complaint Date', 'VALID', 924)
('09/02/2007', 'DATETIME', 'Complaint Date', 'VALID', 924)
('05/23/2010', 'DATETIME', 'Complaint Date', 'VALID', 924)
('12/01/2010', 'DATETIME', 'Complaint Date', 'VALID', 924)
('12/27/2007', 'DATETIME', 'Complaint Date', 'VALID', 924)
('01/03/2016', 'DATETIME', 'Complaint Date', 'VALID', 924)
('06/10/2013', 'DATETIME', 'Complaint Date', 'VALID', 924)
('02/21/2007', 'DATETIME', 'Complaint Date', 'VALID', 924)
('01/14/2011', 'DATETIME', 'Complaint Date', 'VALID', 924)
('06/27/2010', 'DATETIME', 'Complaint Date', 'VALID', 924)
('12/11/2008', 'DATETIME', 'Complaint Date', 'VALID', 924)
('01/27/2008', 'DATETIME', 'Complaint Date', 'VALID', 924)
('02/02/2009', 'DATETIME', 'Complaint Date', 'VALID', 925)
('12/09/2006', 'DATETIME', 'Complaint Date', 'VALID', 925)
('02/14/2015', 'DATETIME', 'Complaint Date', 'VALID', 925)
('06/18/2009', 'DATETIME', 'Complaint Date', 'VALID', 925)
('12/26/2006', 'DATETIME', 'Complaint Date', 'VALID', 925)
('05/19/2008', 'DATETIME', 'Complaint Date', 'VALID', 925)
('01/07/2011', 'DATETIME', 'Complaint Date', 'VALID', 925)
('11/22/2006', 'DATETIME', 'Complaint Date', 'VALID', 925)
('04/04/2016', 'DATETIME', 'Complaint Date', 'VALID', 925)
('10/28/2006', 'DATETIME', 'Complaint Date', 'VALID', 925)
('03/20/2006', 'DATETIME', 'Complaint Date', 'VALID', 925)
('04/02/2013', 'DATETIME', 'Complaint Date', 'VALID', 925)
('02/26/2008', 'DATETIME', 'Complaint Date', 'VALID', 925)
('10/26/2008', 'DATETIME', 'Complaint Date', 'VALID', 926)
('01/17/2006', 'DATETIME', 'Complaint Date', 'VALID', 926)
('07/23/2006', 'DATETIME', 'Complaint Date', 'VALID', 926)
('11/29/2016', 'DATETIME', 'Complaint Date', 'VALID', 926)
('12/26/2007', 'DATETIME', 'Complaint Date', 'VALID', 926)
('04/09/2012', 'DATETIME', 'Complaint Date', 'VALID', 926)
('07/23/2007', 'DATETIME', 'Complaint Date', 'VALID', 926)
('04/25/2011', 'DATETIME', 'Complaint Date', 'VALID', 926)
('03/29/2011', 'DATETIME', 'Complaint Date', 'VALID', 926)
('05/30/2011', 'DATETIME', 'Complaint Date', 'VALID', 926)
('05/26/2008', 'DATETIME', 'Complaint Date', 'VALID', 926)
('05/13/2006', 'DATETIME', 'Complaint Date', 'VALID', 927)
('12/24/2015', 'DATETIME', 'Complaint Date', 'VALID', 927)
('11/06/2007', 'DATETIME', 'Complaint Date', 'VALID', 928)
('03/07/2006', 'DATETIME', 'Complaint Date', 'VALID', 928)
