('05/26/1993', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/08/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/22/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/01/1973', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/18/1972', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/13/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/04/1996', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/25/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/24/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/23/1913', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/18/1995', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/31/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/25/1987', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/01/1989', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/19/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/04/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/31/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/26/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/15/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/31/1967', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/13/1994', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/08/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/09/1929', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/30/1915', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/29/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/31/1958', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/26/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/07/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/28/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/03/1968', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/20/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/28/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/03/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/02/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/28/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/19/1966', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/16/1965', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/26/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/05/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/08/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/20/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/03/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/07/1900', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/24/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/14/1990', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/15/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/17/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/18/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/05/1016', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('11/09/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/22/1992', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/21/1992', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/06/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/08/1991', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/20/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/24/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/01/1985', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/27/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/19/1912', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/06/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/23/1985', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/05/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/15/1016', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('07/17/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/22/1989', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/01/1984', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/10/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/23/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/29/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/28/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/08/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/10/1990', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/21/1992', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/22/1996', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/20/1015', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('11/10/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/13/1987', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/08/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/01/1993', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/10/1016', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('05/18/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/21/1959', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/26/1966', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/19/1968', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/08/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/28/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/20/1915', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/10/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/29/1912', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/19/1960', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/29/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/30/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/17/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/20/1988', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/14/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/29/1912', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/25/1969', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/17/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/20/1910', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/01/1979', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/16/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/29/1993', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/30/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/16/1987', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/30/1981', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/01/1972', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/09/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/28/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/07/1985', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/31/1993', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/10/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/27/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/06/1016', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('10/18/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/28/1967', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/17/1015', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('10/21/1960', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/26/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/28/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/12/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/20/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/24/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/23/1945', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/17/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/16/1990', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/15/1992', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/01/1994', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/25/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/13/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/18/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/18/1965', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/25/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/21/1968', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/17/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/30/1993', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/13/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/27/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/22/1911', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/21/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/30/1967', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/05/1994', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/12/1910', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/30/1968', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/17/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/08/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/17/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/02/1909', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/12/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/31/1985', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/01/1977', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/30/1980', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/06/1976', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/12/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/16/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/11/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/17/1979', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/15/1905', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/05/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/20/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/03/1970', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/01/1986', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/30/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/01/1966', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/01/1990', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/02/1993', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/30/1988', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/31/1991', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/06/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/04/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/24/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/06/1969', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/25/1993', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/15/1993', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/10/1992', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/02/1974', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/29/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/01/1985', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/13/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/09/1942', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/25/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/10/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/14/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/01/1969', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/09/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/31/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/08/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/27/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/27/1980', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/18/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/28/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/10/1987', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/13/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/10/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/07/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/01/1992', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/08/1985', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/22/1968', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/10/1967', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/29/1026', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('04/07/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/26/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/06/1911', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/19/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('05/04/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/05/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/20/1906', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/13/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/22/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/04/1990', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/27/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/26/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/30/1981', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/30/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/10/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/01/1975', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/01/1985', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/05/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/05/1974', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/18/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/30/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/09/1990', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/20/1905', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/26/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/24/1916', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/20/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/30/1997', 'DATETIME', 'Complaint Date', 'VALID', 1)
('04/29/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/09/1999', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/05/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('10/09/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/20/2003', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/24/2001', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/03/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/13/2004', 'DATETIME', 'Complaint Date', 'VALID', 1)
('03/06/1998', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/16/1991', 'DATETIME', 'Complaint Date', 'VALID', 1)
('07/21/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/03/2000', 'DATETIME', 'Complaint Date', 'VALID', 1)
('01/23/1980', 'DATETIME', 'Complaint Date', 'VALID', 1)
('02/01/1995', 'DATETIME', 'Complaint Date', 'VALID', 1)
('08/21/1976', 'DATETIME', 'Complaint Date', 'VALID', 1)
('09/20/1016', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('11/09/1994', 'DATETIME', 'Complaint Date', 'VALID', 1)
('06/19/2002', 'DATETIME', 'Complaint Date', 'VALID', 1)
('11/24/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('02/27/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/14/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/06/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/12/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/23/2005', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/25/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/19/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/13/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/22/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/31/1992', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/13/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('02/09/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('02/07/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/07/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/03/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/23/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/03/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/04/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/07/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('11/17/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/16/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/27/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/04/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/25/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/06/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/20/1999', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/03/1997', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/03/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/21/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/03/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/02/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/01/1989', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/20/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/10/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/24/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/26/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/08/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/26/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/05/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/07/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/09/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/20/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/21/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/06/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/30/1999', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/30/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/17/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/23/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/21/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/22/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/18/1998', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/27/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/25/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/13/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/17/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/23/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/05/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/06/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/10/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/20/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/29/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('02/14/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/14/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/15/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/04/1915', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/07/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/03/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/02/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/19/1999', 'DATETIME', 'Complaint Date', 'VALID', 2)
('02/19/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/02/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('11/06/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('11/05/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/05/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/03/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/08/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/17/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/19/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/24/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/17/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('11/01/1996', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/25/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/07/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/26/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('02/03/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/12/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/09/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/29/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/02/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/26/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/21/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/23/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/14/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/23/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/10/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/07/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/06/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/15/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/05/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/14/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/30/1986', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/28/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/15/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/20/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/06/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/18/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/22/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/04/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/18/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/30/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('11/06/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/01/1986', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/04/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/25/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/16/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/22/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/18/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/11/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/05/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/20/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/27/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/10/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/24/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('04/09/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/24/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/17/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/13/1996', 'DATETIME', 'Complaint Date', 'VALID', 2)
('03/09/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/24/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/07/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/31/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/23/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('02/12/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/18/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/16/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/10/1998', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/18/1994', 'DATETIME', 'Complaint Date', 'VALID', 2)
('05/24/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('10/29/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/17/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('11/11/1999', 'DATETIME', 'Complaint Date', 'VALID', 2)
('09/02/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/24/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('07/06/2002', 'DATETIME', 'Complaint Date', 'VALID', 2)
('02/11/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/01/1997', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/15/1999', 'DATETIME', 'Complaint Date', 'VALID', 2)
('02/28/2004', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/21/2001', 'DATETIME', 'Complaint Date', 'VALID', 2)
('08/08/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('12/16/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/14/2003', 'DATETIME', 'Complaint Date', 'VALID', 2)
('01/12/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
('06/10/2000', 'DATETIME', 'Complaint Date', 'VALID', 2)
